timestamp,dataset,t,prompt,cfg,lora,block,seed,probe_acc,knn_acc,n_train,n_test,train_file
2026-08-11T13:39:06,cub,300,P3,2.0,none,cond/mid,0,0.9456,0.2799,5994,5794,cub_train_t300_P3_cfg2.0.pt
2026-08-11T13:39:07,cub,300,P3,2.0,none,cond/up_0,0,0.6930,0.1094,5994,5794,cub_train_t300_P3_cfg2.0.pt
2026-08-11T13:39:07,cub,300,P3,2.0,none,cond/up_1,0,0.6949,0.1087,5994,5794,cub_train_t300_P3_cfg2.0.pt
2026-08-11T13:39:07,cub,300,P3,2.0,none,cond/up_2,0,0.2164,0.0537,5994,5794,cub_train_t300_P3_cfg2.0.pt
2026-08-11T13:39:08,cub,300,P3,2.0,none,cfg/down_2,0,0.9914,0.5865,5994,5794,cub_train_t300_P3_cfg2.0.pt
2026-08-11T13:39:08,cub,300,P3,2.0,none,cfg/mid,0,0.9941,0.6638,5994,5794,cub_train_t300_P3_cfg2.0.pt
2026-08-11T13:39:09,cub,300,P3,2.0,none,cfg/up_0,0,0.9206,0.2064,5994,5794,cub_train_t300_P3_cfg2.0.pt
2026-08-11T13:39:09,cub,300,P3,2.0,none,cfg/up_1,0,0.9037,0.2276,5994,5794,cub_train_t300_P3_cfg2.0.pt
2026-08-11T13:39:10,cub,300,P3,2.0,none,cfg/up_2,0,0.3816,0.0623,5994,5794,cub_train_t300_P3_cfg2.0.pt
2026-08-11T13:39:22,cub,300,P3,3.0,none,cond/down_2,0,0.9199,0.2283,5994,5794,cub_train_t300_P3_cfg3.0.pt
2026-08-11T13:39:22,cub,300,P3,3.0,none,cond/mid,0,0.9456,0.2799,5994,5794,cub_train_t300_P3_cfg3.0.pt
2026-08-11T13:39:23,cub,300,P3,3.0,none,cond/up_0,0,0.6930,0.1094,5994,5794,cub_train_t300_P3_cfg3.0.pt
2026-08-11T13:39:23,cub,300,P3,3.0,none,cond/up_1,0,0.6949,0.1087,5994,5794,cub_train_t300_P3_cfg3.0.pt
2026-08-11T13:39:23,cub,300,P3,3.0,none,cond/up_2,0,0.2164,0.0537,5994,5794,cub_train_t300_P3_cfg3.0.pt
2026-08-11T13:39:24,cub,300,P3,3.0,none,cfg/down_2,0,0.9967,0.7601,5994,5794,cub_train_t300_P3_cfg3.0.pt
2026-08-11T13:39:24,cub,300,P3,3.0,none,cfg/mid,0,0.9962,0.8158,5994,5794,cub_train_t300_P3_cfg3.0.pt
2026-08-11T13:39:25,cub,300,P3,3.0,none,cfg/up_0,0,0.9539,0.3105,5994,5794,cub_train_t300_P3_cfg3.0.pt
2026-08-11T13:39:25,cub,300,P3,3.0,none,cfg/up_1,0,0.9591,0.3894,5994,5794,cub_train_t300_P3_cfg3.0.pt
2026-08-11T13:39:26,cub,300,P3,3.0,none,cfg/up_2,0,0.5388,0.0782,5994,5794,cub_train_t300_P3_cfg3.0.pt
